BANK,IFSC,MICR CODE,BRANCH,CITY,DISTRICT,STATE
SBI,SBIN0000280,471002014,NOWGONG,NOWGONG,CHHATTARPUR,MADHYA PRADESH
SBI,SBIN0000281,394002012,FORT SONGADH,SONGADH,SURAT,GUJARAT
SBI,SBIN0000282,416002961,KANKAVALI,KANKAVLI,SINDUDURG,MAHARASHTRA
SBI,SBIN0000283,413002798,MADHA,SOLAPUR,SHOLAPUR,MAHARASHTRA
SBI,SBIN0000284,415002862,VADUJ(KHATAV),VADUJ,SATARA,MAHARASHTRA
SBI,SBIN0000285,415002833,VITA (KHANAPUR),KHANAPUR,SANGLI,MAHARASHTRA
SBI,SBIN0000286,444002764,MANGRULPIR,MANGRULPIR,WASHIM,MAHARASHTRA
SBI,SBIN0000287,388002014,THASRA,THASRA,KHEDA,GUJARAT
SBI,SBIN0000288,413002423,MOHOL,SOLAPUR,SHOLAPUR,MAHARASHTRA
SBI,SBIN0000289,403002012,BICHOLIM, GOA,GOA,NORTH GOA,GOA
SBI,SBIN0000290,400002088,WORLI NORTH,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000291,425002624,SINDKHEDA,SINDKHEDA,DHULE,MAHARASHTRA
SBI,SBIN0000292,421002801,MURBAD,MURBAD,THANE,MAHARASHTRA
SBI,SBIN0000293,380002004,ASTODIA ROAD, AHMEDABAD,AHMEDABAD,AHMEDABAD,GUJARAT
SBI,SBIN0000294,444002744,BALAPUR,BALAPUR,AKOLA,MAHARASHTRA
SBI,SBIN0000295,413002671,SHRIGONDA,SHRIGONDA,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0000296,491002051,BEMETRA,BEMETARA,DURG,CHANDIGARH
SBI,SBIN0000297,425002777,PAROLA,PAROLA,JALGAON,MAHARASHTRA
SBI,SBIN0000298,442002903,GADCHIROLI,GADCHIROLI,GADCHIROLI,MAHARASHTRA
SBI,SBIN0000299,388002005,BORSAD,BORSAD,ANAND,GUJARAT
SBI,SBIN0000300,400002010,MUMBAI MAIN,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000301,380002002,AHMEDABAD MAIN,AHMEDABAD,AHMEDABAD,GUJARAT
SBI,SBIN0000302,380002005,RAILWAYPURA,AHMEDABAD,AHMEDABAD,GUJARAT
SBI,SBIN0000303,414002001,AHMEDNAGAR,AHMEDNAGAR,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0000304,413002828,AKALKOT,AKKALKOT,SHOLAPUR,MAHARASHTRA
SBI,SBIN0000305,413002794,AKLUJ,SOLAPUR,SHOLAPUR,MAHARASHTRA
SBI,SBIN0000306,444002001,AKOLA,AKOLA MAIN,AKOLA,MAHARASHTRA
SBI,SBIN0000307,444002740,AKOT,AKOT,AKOLA,MAHARASHTRA
SBI,SBIN0000308,402002919,ALIBAG,ALIBAG,RAIGAD,MAHARASHTRA
SBI,SBIN0000309,425002301,AMALNER,AMALNER,JALGAON,MAHARASHTRA
SBI,SBIN0000310,497002002,AMBIKAPUR,AMBIKAPUR,SURGUJA,CHANDIGARH
SBI,SBIN0000311,444002971,AMRAVATI,AMRAVATI,AMRAVATI,MAHARASHTRA
SBI,SBIN0000312,365002601,AMRELI,AMRELI,AMRELI,GUJARAT
SBI,SBIN0000313,388002001,ANAND,ANAND,ANAND,GUJARAT
SBI,SBIN0000314,370002101,ANJAR,ANJAR,KUTCH,GUJARAT
SBI,SBIN0000315,393002004,ANKLESHWAR,AHMEDABAD,BHARUCH,GUJARAT
SBI,SBIN0000316,442002561,ARVI,ARVI,WARDHA,MAHARASHTRA
SBI,SBIN0000317,466002002,ASTHA,SEHORE,SEHORE,MADHYA PRADESH
SBI,SBIN0000318,481002001,BALAGHAT,BALAGHAT,BALAGHAT,MADHYA PRADESH
SBI,SBIN0000319,388002006,BALASINOR,KHEDA,KHEDA,GUJARAT
SBI,SBIN0000320,491002103,BALOD,BALOD,DURG,CHANDIGARH
SBI,SBIN0000321,413002101,BARAMATI,BARAMATI,PUNE,MAHARASHTRA
SBI,SBIN0000322,394002001,BARDOLI,AHMEDABAD,SURAT,GUJARAT
SBI,SBIN0000323,389002011,DEVGADH BARIA,DEVGAD BARIA,DAHOD,GUJARAT
SBI,SBIN0000324,390002007,BARODA MAIN,BARODA,VADODARA,GUJARAT
SBI,SBIN0000325,413002926,BARSHI,BARSI,SHOLAPUR,MAHARASHTRA
SBI,SBIN0000326,400002115,BASSEIN,THANE,THANE,MAHARASHTRA
SBI,SBIN0000327,460002002,BETUL,BETUL,BETUL,MADHYA PRADESH
SBI,SBIN0000328,441002906,BHANDARA,BHANDARA,BHANDARA,MAHARASHTRA
SBI,SBIN0000329,493002272,BHATAPARA,BHATAPARA,RAIPUR,CHANDIGARH
SBI,SBIN0000330,490002002,BHILAI SECTOR 1,BHILAI,DURG,CHANDIGARH
SBI,SBIN0000331,400002125,BHIWANDI,DANDEKARWADI,THANE,MAHARASHTRA
SBI,SBIN0000332,462002019,SULTANIA ROAD BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0000333,412002836,BHOR,BHOR,PUNE,MAHARASHTRA
SBI,SBIN0000334,370002004,BHUJ,BHUJ,KUTCH,GUJARAT
SBI,SBIN0000335,425002977,BHUSAWAL,BHUSAVAL,JALGAON,MAHARASHTRA
SBI,SBIN0000336,495002002,BILASPUR MAIN,BILASPUR,BILASPUR,CHANDIGARH
SBI,SBIN0000337,396002091,BILIMORA,NAVSARI,NAVSARI,GUJARAT
SBI,SBIN0000338,441002885,BRAHMAPURI,BRAHMAPURI,CHANDRAPUR,MAHARASHTRA
SBI,SBIN0000339,392002001,BHARUCH,BHARUCH,BHARUCH,GUJARAT
SBI,SBIN0000340,443002905,BULDANA,BULDHANA,BULDHANA,MAHARASHTRA
SBI,SBIN0000341,396002007,VALSAD,VALSAD,VALSAD,GUJARAT
SBI,SBIN0000342,450002005,BURHANPUR,NIMAR,BURHANPUR,MADHYA PRADESH
SBI,SBIN0000343,400002013,BYCULLA,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000344,388002007,CAMBAY,ANAND,ANAND,GUJARAT
SBI,SBIN0000345,424002892,CHALISGAON,JALGAON,JALGAON,MAHARASHTRA
SBI,SBIN0000346,442002001,CHANDRAPUR,CHANDRAPUR,CHANDRAPUR,MAHARASHTRA
SBI,SBIN0000347,471002002,CHHATARPUR,CHHATERPUR,CHHATTARPUR,MADHYA PRADESH
SBI,SBIN0000348,480002102,CHHINDWARA,CHHINDWARA,CHHINDWARA,MADHYA PRADESH
SBI,SBIN0000349,443002001,CHIKHLI,CHIKHLI,BULDHANA,MAHARASHTRA
SBI,SBIN0000350,415002865,CHIPLUN,RATNAGIRI,RATNAGIRI,MAHARASHTRA
SBI,SBIN0000351,425002778,CHOPDA,CHOPDA,JALGAON,MAHARASHTRA
SBI,SBIN0000352,391002036,DABHOI,VADODARA,VADODARA,GUJARAT
SBI,SBIN0000353,400002021,DADAR MILLENIUM,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000354,401002958,DAHANU ROAD,DAHANU,THANE,MAHARASHTRA
SBI,SBIN0000355,470002402,DAMOH,DAMOH,DAMOH,MADHYA PRADESH
SBI,SBIN0000356,445002736,DARWHA,DARWHA,YAVATMAL,MAHARASHTRA
SBI,SBIN0000357,444002760,DARYAPUR,DARYAPUR,AMRAVATI,MAHARASHTRA
SBI,SBIN0000358,475002002,DATIA,DATIA,DATIA,MADHYA PRADESH
SBI,SBIN0000359,385002105,DEESA,BANASKANTHA,BANAS KANTHA,GUJARAT
SBI,SBIN0000360,422002007,DEOLALI CAMP,DEOLALI,NASHIK,MAHARASHTRA
SBI,SBIN0000361,493002101,DHAMTARI,DHAMTARI,DHAMTARI,CHANDIGARH
SBI,SBIN0000362,382002460,DHANDHUKA,DHANDHUKA,AHMEDABAD,GUJARAT
SBI,SBIN0000363,425002786,DHARANGAON,DHARANGAON,JALGAON,MAHARASHTRA
SBI,SBIN0000364,387002810,DHOLKA,DHOLKA,AHMEDABAD,GUJARAT
SBI,SBIN0000365,413002902,DAUND,DAUND,PUNE,MAHARASHTRA
SBI,SBIN0000366,424002001,DHULE,DHULE,DHULE,MAHARASHTRA
SBI,SBIN0000367,445002818,DIGRAS,YAVATMAL,YAVATMAL,MAHARASHTRA
SBI,SBIN0000368,389002022,DAHOD,DAHOD,DAHOD,GUJARAT
SBI,SBIN0000369,491002301,DONGARGARH,DONGARGARH,RAJNANDGAON,CHANDIGARH
SBI,SBIN0000370,491002002,DURG,DURG,DURG,CHANDIGARH
SBI,SBIN0000371,444002843,ACHALPUR,ACHALPUR,AMRAVATI,MAHARASHTRA
SBI,SBIN0000372,487002001,GADARWARA,NARSIMHAPUR,NARSINGHPUR,MADHYA PRADESH
SBI,SBIN0000373,370002072,GANDHIDHAM,GANDHIDHAM,KUTCH,GUJARAT
SBI,SBIN0000374,400002028,GIRGAON BRANCH,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000375,389002003,GODHRA,GODHRA,PANCH MAHALS,GUJARAT
SBI,SBIN0000376,441002970,GONDIA,GONDIA,GONDIA,MAHARASHTRA
SBI,SBIN0000377,474002002,GWALIOR MAIN,GWALIOR,GWALIOR,MADHYA PRADESH
SBI,SBIN0000378,389002001,HALOL,AHMEDABAD,PANCH MAHALS,GUJARAT
SBI,SBIN0000379,461002017,HARDA,HARDA,HARDA,MADHYA PRADESH
SBI,SBIN0000380,384002104,HARIJ,HARIJ,PATAN,GUJARAT
SBI,SBIN0000381,383002106,HIMATNAGAR,HIMATNAGAR,SABAR KANTHA,GUJARAT
SBI,SBIN0000382,442002868,HINGANGHAT,HINGANGHAT,WARDHA,MAHARASHTRA
SBI,SBIN0000383,461002003,HOSHANGABAD,HOSHANGABAD,HOSHANGABAD,MADHYA PRADESH
SBI,SBIN0000384,416002001,ICHALKARANJI,KOLHAPUR,KOLHAPUR,MAHARASHTRA
SBI,SBIN0000385,383002031,IDAR,IDAR,SABAR KANTHA,GUJARAT
SBI,SBIN0000386,422002702,IGATPURI,NASHIK,NASHIK,MAHARASHTRA
SBI,SBIN0000387,452002002,INDORE MAIN,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0000388,452002006,INDORE CITY,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0000389,461002002,ITARSI,ITARSI,HOSHANGABAD,MADHYA PRADESH
SBI,SBIN0000390,482002001,JABALPUR MAIN,JABALPUR,JABALPUR,MADHYA PRADESH
SBI,SBIN0000391,482002002,JABALPUR CITY,JABALPUR,JABALPUR,MADHYA PRADESH
SBI,SBIN0000392,494002002,JAGADALPUR,JAGDALPUR,BASTAR,CHANDIGARH
SBI,SBIN0000393,425002001,JALGAON,JALGAON,JALGAON,MAHARASHTRA
SBI,SBIN0000394,392002012,JAMBUSAR,JAMBUSAR,BHARUCH,GUJARAT
SBI,SBIN0000395,495002841,JANJGIR,CHAMPA,JANJGIR-CHAMPA,CHANDIGARH
SBI,SBIN0000396,457002008,JHABUA,JHABUA,JHABUA,MADHYA PRADESH
SBI,SBIN0000397,387002006,KAIRA,KHEDA,KHEDA,GUJARAT
SBI,SBIN0000398,380002149,KALOL  N G,KALOL,GANDHINAGAR,GUJARAT
SBI,SBIN0000399,400002107,KALYAN,KALYAN,THANE,MAHARASHTRA
SBI,SBIN0000400,440002019,KAMPTEE,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0000401,494002008,KANKER,KANKER,KANKER,CHANDIGARH
SBI,SBIN0000402,387002007,KAPADWANJ,KHEDA,KHEDA,GUJARAT
SBI,SBIN0000403,415002866,KARAD MAIN,KARAD,SATARA,MAHARASHTRA
SBI,SBIN0000404,444002806,KARANJA LAD,KARANJA,WASHIM,MAHARASHTRA
SBI,SBIN0000405,483002002,KATNI,KATNI,KATNI,MADHYA PRADESH
SBI,SBIN0000406,491002501,KAWARDHA,KAWARDHA,KAWARDHA,CHANDIGARH
SBI,SBIN0000407,444002907,KHAMGAON,KHAMGAON,RAIGAD,MAHARASHTRA
SBI,SBIN0000408,450002002,KHANDWA,KHANDWA,KHANDWA,MADHYA PRADESH
SBI,SBIN0000409,382002120,KHARAGHODA,KHARAGHODA,SURENDRANAGAR,GUJARAT
SBI,SBIN0000410,411002057,RAJGURUNAGAR,RAJGURUNAGAR,SATARA,MAHARASHTRA
SBI,SBIN0000411,415002974,KHED,KHED,RATNAGIRI,MAHARASHTRA
SBI,SBIN0000412,470002313,KHURAI,KHURAI,SAGAR,MADHYA PRADESH
SBI,SBIN0000413,416002002,KOLHAPUR,KOLHAPUR,KOLHAPUR,MAHARASHTRA
SBI,SBIN0000414,423002810,KOPARGAON,AHMEDNAGAR,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0000415,402002001,MAHAD,MAHAD,RAIGAD,MAHARASHTRA
SBI,SBIN0000416,493002151,MAHASAMUND,MAHASAMUND,MAHASAMUND,CHANDIGARH
SBI,SBIN0000417,485002015,MAIHAR,MAIHAR,SATNA,MADHYA PRADESH
SBI,SBIN0000418,423002741,MALEGAON,MALEGAON,NASHIK,MAHARASHTRA
SBI,SBIN0000419,443002913,MALKAPUR,BULDHANA,BULDHANA,MAHARASHTRA
SBI,SBIN0000420,416002886,MALVAN,MALVAN,SINDUDURG,MAHARASHTRA
SBI,SBIN0000421,481002002,MANDLA,MANDLA,MANDLA,MADHYA PRADESH
SBI,SBIN0000422,458002002,MANDSAUR,MANDSAUR,MANDSAUR,MADHYA PRADESH
SBI,SBIN0000423,400002053,MANDVI,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000424,370002104,KUTCH MANDVI,KUTCH MANDVI,KUTCH,GUJARAT
SBI,SBIN0000425,497002006,MANENDRAGARH,MANENDRAGARH,KORIYA,CHANDIGARH
SBI,SBIN0000426,443002817,MEHKAR,BULDHANA,BULDHANA,MAHARASHTRA
SBI,SBIN0000427,383002001,MEHSANA,MEHSANA,MAHESANA,GUJARAT
SBI,SBIN0000428,416002896,MIRAJ,MIRAJ,SANGLI,MAHARASHTRA
SBI,SBIN0000429,383002112,MODASA,MODASA,SABAR KANTHA,GUJARAT
SBI,SBIN0000430,476002001,MORENA,MORENA,MORENA,MADHYA PRADESH
SBI,SBIN0000431,387002070,NADIAD,NADIAD,KHEDA,GUJARAT
SBI,SBIN0000432,440002002,NAGPUR,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0000433,431002881,NANDED,NANDED,NANDED,MAHARASHTRA
SBI,SBIN0000434,423002673,NANDGAON,NANDGAON,NASHIK,MAHARASHTRA
SBI,SBIN0000435,425002811,NANDURBAR,NANDURBAR,NANDURBAR,MAHARASHTRA
SBI,SBIN0000436,487002002,NARSINGHPUR,NARSINGHPUR,NARSINGHPUR,MADHYA PRADESH
SBI,SBIN0000437,422002009,TREASURY BR. NASIK,NASHIK,NASHIK,MAHARASHTRA
SBI,SBIN0000438,370002107,NALIYA,NALIA ABDASA,KUTCH,GUJARAT
SBI,SBIN0000439,396002061,NAVSARI,NAVSARI,NAVSARI,GUJARAT
SBI,SBIN0000440,422002648,NIPHAD,NIPHAD,NASHIK,MAHARASHTRA
SBI,SBIN0000441,424002869,PACHORA,JALGAON,JALGAON,MAHARASHTRA
SBI,SBIN0000442,390002033,PADRA,PADRA,VADODARA,GUJARAT
SBI,SBIN0000443,385002110,PALANPUR,PALANPUR,BANAS KANTHA,GUJARAT
SBI,SBIN0000444,400002161,PALGHAR,THANE,THANE,MAHARASHTRA
SBI,SBIN0000445,445002816,PANDHARKAWADA,PANDHARKAODA,YAVATMAL,MAHARASHTRA
SBI,SBIN0000446,413002927,PANDHARPUR,PANDHARPUR,SHOLAPUR,MAHARASHTRA
SBI,SBIN0000447,488002001,PANNA,PANNA,PANNA,MADHYA PRADESH
SBI,SBIN0000448,400002142,PANVEL,PANVEL,RAIGAD,MAHARASHTRA
SBI,SBIN0000449,497002321,BAIKUNTHPUR,BAIKUNTHPUR,KORIYA,CHANDIGARH
SBI,SBIN0000450,384002071,PATAN,PATAN,PATAN,GUJARAT
SBI,SBIN0000451,388002008,PETLAD,PETLAD,ANAND,GUJARAT
SBI,SBIN0000452,415002705,PHALTAN,SOLAPUR,SATARA,MAHARASHTRA
SBI,SBIN0000453,461002005,PIPARIYA,PIPARIA,UMARIA,MADHYA PRADESH
SBI,SBIN0000454,411002002,PUNE,PUNE,PUNE,MAHARASHTRA
SBI,SBIN0000455,411002007,PUNE CITY,PUNE,PUNE,MAHARASHTRA
SBI,SBIN0000456,360002001,PORBANDAR,PORBANDAR,PORBANDAR,GUJARAT
SBI,SBIN0000457,361002103,PORT OKHA,JAMNAGAR,JAMNAGAR,GUJARAT
SBI,SBIN0000458,383002114,PRANTIJ,PRANTIJ,SABAR KANTHA,GUJARAT
SBI,SBIN0000459,445002001,PUSAD,PUSAD,YAVATMAL,MAHARASHTRA
SBI,SBIN0000460,496002002,RAIGARH,RAIGARH,RAIGARH,CHANDIGARH
SBI,SBIN0000461,492002002,RAIPUR MAIN,RAIPUR,RAIPUR,CHANDIGARH
SBI,SBIN0000462,464002003,RAISEN,RAISEN,RAISEN,MADHYA PRADESH
SBI,SBIN0000463,360002002,RAJKOT,RAJKOT,RAJKOT,GUJARAT
SBI,SBIN0000464,491002352,RAJNANDGAON,RAJNANDGAON,RAJNANDGAON,CHANDIGARH
SBI,SBIN0000465,393002013,RAJPIPLA,RAJPIPLA,NARMADA,GUJARAT
SBI,SBIN0000466,457002002,RATLAM,RATLAM,RATLAM,MADHYA PRADESH
SBI,SBIN0000467,415002966,RATNAGIRI,RATNAGIRI,RATNAGIRI,MAHARASHTRA
SBI,SBIN0000468,486002006,REWA MAIN,REWA,REWA,MADHYA PRADESH
SBI,SBIN0000469,380002092,SANAND,SANAND,AHMEDABAD,GUJARAT
SBI,SBIN0000470,422002844,SANGAMNER,SANGAMNER,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0000471,416002912,SANGLI,SANGALI,SANGLI,MAHARASHTRA
SBI,SBIN0000472,423002820,SATANA,SATANA,NASHIK,MAHARASHTRA
SBI,SBIN0000473,415002932,SATARA,SATARA,SATARA,MAHARASHTRA
SBI,SBIN0000474,485002003,SATNA MAIN,SATNA,SATNA,MADHYA PRADESH
SBI,SBIN0000475,470002302,SAGAR MAIN,SAGAR,SAGAR,MADHYA PRADESH
SBI,SBIN0000476,416002901,SAWANTWADI,SAWANTWADI,SINDUDURG,MAHARASHTRA
SBI,SBIN0000477,466002003,SEHORE,SEHORE,SEHORE,MADHYA PRADESH
SBI,SBIN0000478,480002002,SEONI,SEONI,SEONI,MADHYA PRADESH
SBI,SBIN0000479,461002009,SEONI MALWA,SEONI MALWA,HOSHANGABAD,MADHYA PRADESH
SBI,SBIN0000480,425002847,SHAHADA,NANDURBAR,NANDURBAR,MAHARASHTRA
SBI,SBIN0000481,484002002,SHAHDOL,SHAHDOL,UMARIA,MADHYA PRADESH
SBI,SBIN0000482,425002858,SHIRPUR,SHIRPUR,DHULE,MAHARASHTRA
SBI,SBIN0000483,413002002,SOLAPUR,SOLAPUR,SHOLAPUR,MAHARASHTRA
SBI,SBIN0000484,413002846,SHRIRAMPUR,SHRIRAMPUR,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0000485,387002008,MEHMEDABAD,MEHMEDABAD,KHEDA,GUJARAT
SBI,SBIN0000486,384002001,SIDHPUR,AHMEDABAD,PATAN,GUJARAT
SBI,SBIN0000487,483002118,SIHORA,SIHORA,JABALPUR,MADHYA PRADESH
SBI,SBIN0000488,395002002,SURAT,SURAT,SURAT,GUJARAT
SBI,SBIN0000489,400002094,THANE MAIN,THANE,THANE,MAHARASHTRA
SBI,SBIN0000490,472002002,TIKAMGARH,TIKAMGARH,TIKAMGARH,MADHYA PRADESH
SBI,SBIN0000491,441002879,TUMSAR,TUMSAR,BHANDARA,MAHARASHTRA
SBI,SBIN0000492,456002004,NAI SARAK UJJAIN,UJJAIN,UJJAIN,MADHYA PRADESH
SBI,SBIN0000493,441002882,UMRER,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0000494,384002011,UNJHA,UNJHA,PATAN,GUJARAT
SBI,SBIN0000495,416002856,VENGURLA,VENGURLA,SINDUDURG,MAHARASHTRA
SBI,SBIN0000496,382002118,VIJAPUR,VIJAPUR,MAHESANA,GUJARAT
SBI,SBIN0000497,382002150,VIRAMGAM,AHMEDABAD,AHMEDABAD,GUJARAT
SBI,SBIN0000498,384002114,VISNAGAR,VISNAGAR,MAHESANA,GUJARAT
SBI,SBIN0000499,481002022,WARASEONI,BALAGHAT,BALAGHAT,MADHYA PRADESH
SBI,SBIN0000500,442002962,WARDHA,WARDHA,WARDHA,MAHARASHTRA
SBI,SBIN0000501,442002880,WARORA,WARODA,CHANDRAPUR,MAHARASHTRA
SBI,SBIN0000502,444002754,WARUD,WARUD,AMRAVATI,MAHARASHTRA
SBI,SBIN0000503,444002910,WASHIM,WASHIM,WASHIM,MAHARASHTRA
SBI,SBIN0000504,445002005,WANI,WANI,YAVATMAL,MAHARASHTRA
SBI,SBIN0000505,423002829,YEOLA,YEOLA,NASHIK,MAHARASHTRA
SBI,SBIN0000506,445002967,YAVATMAL,YAVATMAL,YAVATMAL,MAHARASHTRA
SBI,SBIN0000508,444002749,DHAMANGAON MAIN,DHAMANGAON,AMRAVATI,MAHARASHTRA
SBI,SBIN0000509,403002005,PANAJI,PANAJI,NORTH GOA,GOA
SBI,SBIN0000510,400002065,PEDDAR ROAD,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000511,403002049,VASCO DA GAMA,GOA,SOUTH GOA,GOA
SBI,SBIN0000512,403002048,MARGAO,GOA,SOUTH GOA,GOA
SBI,SBIN0000513,403002041,MAPUCA,MAPUSAGOA,NORTH GOA,GOA
SBI,SBIN0000514,396002131,DAMAN,DAMAN,DAMAN,DAMAN AND DIU
SBI,SBIN0000515,400002083,VILLE PARLIE (WEST), MUMBAI,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000516,400002026,GHATKOPAR (EAST),MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000517,416002823,GADHINGLAJ,GADHINGLAJ,KOLHAPUR,MAHARASHTRA
SBI,SBIN0000518,440002010,ITWARI, NAGPUR,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0000519,462002011,HET BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0000520,415002887,KOREGAON,KOREGAON,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0000521,402002951,ROHA,ROHA,RAIGAD,MAHARASHTRA
SBI,SBIN0000522,393002006,JHAGADIA,JHAGADIA,BHARUCH,GUJARAT
SBI,SBIN0000523,396002028,PARDI,BULSAR,VALSAD,GUJARAT
SBI,SBIN0000524,491002401,KHAIRAGARH,KHAIRAGARH,RAJNANDGAON,CHANDIGARH
SBI,SBIN0000525,380002008,BAPUNAGAR IND ESTATE, AHMEDABAD,AHMEDABAD,AHMEDABAD,GUJARAT
SBI,SBIN0000526,396002036,BANSDA,BANSDA,NAVSARI,GUJARAT
SBI,SBIN0000527,416002870,TASGAON,TASGAON,SANGLI,MAHARASHTRA
SBI,SBIN0000528,444002759,MURTIZAPUR,MURTIZAPUR,AKOLA,MAHARASHTRA
SBI,SBIN0000529,403002030,SANVORDEM CURCHOREM (GOA),GOA,SOUTH GOA,GOA
SBI,SBIN0000530,394002019,MANGROL MOTA MIYA,MANGROL,SURAT,GUJARAT
SBI,SBIN0000531,394002034,VALOD,VALOD,SURAT,GUJARAT
SBI,SBIN0000532,394002013,VYARA,SURAT,SURAT,GUJARAT
SBI,SBIN0000533,400002016,CHEMBUR,CHEMBUR,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000534,415002851,ISLAMPUR WALWA,SANGLI,SANGLI,MAHARASHTRA
SBI,SBIN0000535,382002105,DEHGAM,DEHGAM,AHMEDABAD,GUJARAT
SBI,SBIN0000536,412002888,WAI,WAI,SATARA,MAHARASHTRA
SBI,SBIN0000537,413002541,JAMKHED,JAMKHED,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0000538,400002155,URAN,RAIGAD,RAIGAD,MAHARASHTRA
SBI,SBIN0000539,400002002,ANDHERI (EAST),MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000540,495002302,KORBA,KORBA,KORBA,CHANDIGARH
SBI,SBIN0000541,413002791,KARMALA,KARMALA,SHOLAPUR,MAHARASHTRA
SBI,SBIN0000542,496002401,JASHPUR NAGAR,JASHPURNAGAR,JASHPUR,CHANDIGARH
SBI,SBIN0000543,496002051,SARANGARH,RAIGARH,RAIGARH,CHANDIGARH
SBI,SBIN0000544,464002013,SILWANI,SILWANI,RAISEN,MADHYA PRADESH
SBI,SBIN0000545,494002006,DANTEWADA,DANTEWARA,DANTEWADA,CHANDIGARH
SBI,SBIN0000546,396002035,CHIKHLI,NAVSARI,NAVSARI,GUJARAT
SBI,SBIN0000547,400002009,MUMBAI CENTRAL, MUMBAI,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000548,400002047,LINKING ROAD BANDRA, MUMBAI,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000549,382002108,KADI,KADI,MAHESANA,GUJARAT
SBI,SBIN0000550,414002657,SHEVGAON,SHEVGAON,AHMEDNAGAR,MAHARASHTRA
SBI,SBIN0000551,400002012,BORIVILI(WEST),MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000552,400002052,MALAD (WEST), MUMBAI,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000553,391002004,CHHOTA UDEPUR,CHHOTA UDAIPUR,VADODARA,GUJARAT
SBI,SBIN0000554,370002102,BHACHAU,BHACHAU,KUTCH,GUJARAT
SBI,SBIN0000555,411002033,LONAVLA,LONAVALA,PUNE,MAHARASHTRA
SBI,SBIN0000556,402002891,PEN,PEN,RAIGAD,MAHARASHTRA
SBI,SBIN0000557,403002025,PONDA,GOA,NORTH GOA,GOA
SBI,SBIN0000558,402002867,MURUD-JANJIRA,MURUD,RAIGAD,MAHARASHTRA
SBI,SBIN0000559,424002787,JAMNER BRANCH,JAMNER,JALGAON,MAHARASHTRA
SBI,SBIN0000560,385002118,THARAD,THARAD,BANAS KANTHA,GUJARAT
SBI,SBIN0000561,391002028,PAVI JETPUR,VADODARA,VADODARA,GUJARAT
SBI,SBIN0000562,400002007,BHANDUP,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000563,441002853,KATOL,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0000564,400002050,MAHUL ROAD,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000565,441002854,RAMTEK,RAMTEK,NAGPUR,MAHARASHTRA
SBI,SBIN0000566,400002042,KANDIVALI INDUSTRIAL ESTATE, MUMBAI,MUMBAI,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000567,400002066,SAKINAKA,SAKI NAKA,GREATER BOMBAY,MAHARASHTRA
SBI,SBIN0000568,390002017,GUJARAT REFINERY,BARODA,VADODARA,GUJARAT
SBI,SBIN0000569,411002031,DEHU ROAD,PUNE,PUNE,MAHARASHTRA
SBI,SBIN0000570,416002662,BUDHARGAD GARGOTI,GARGOTI,KOLHAPUR,MAHARASHTRA
SBI,SBIN0000571,495002861,SAKTI,SAKTI,JANJGIR-CHAMPA,CHANDIGARH
SBI,SBIN0000572,400002087,WODEHOUSE ROAD, MUMBAI,MUMBAI,GREATER BOMBAY,MAHARASHTRA
